facility_id,location,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,hours_since_cleaning,inspection_date,risk_level
F1569,Semi-Urban,9,9,2,Available,549,3,40,2028-04-17,Medium
F1570,Semi-Urban,10,1,2,Available,845,3,11,2028-04-18,Low
F1571,Semi-Urban,7,2,6,Available,521,5,46,2028-04-19,Medium
F1572,Urban,7,10,8,Limited,591,5,45,2028-04-20,High
F1573,Semi-Urban,6,2,1,Available,619,3,23,2028-04-21,Low
F1574,Rural,3,4,6,Limited,46,4,13,2028-04-22,Medium
F1575,Urban,6,2,2,Limited,87,2,27,2028-04-23,Medium
F1576,Urban,8,7,2,Available,809,4,41,2028-04-24,Medium
F1577,Urban,8,9,7,Available,427,2,17,2028-04-25,Medium
F1578,Semi-Urban,9,7,10,Unavailable,571,4,13,2028-04-26,Medium
F1579,Semi-Urban,1,6,1,Limited,128,0,12,2028-04-27,Medium
F1580,Semi-Urban,1,10,6,Available,93,3,29,2028-04-28,Medium
F1581,Urban,3,1,7,Limited,597,3,21,2028-04-29,Medium
F1582,Urban,3,10,8,Limited,699,3,20,2028-04-30,High
F1583,Semi-Urban,10,9,7,Available,281,1,20,2028-05-01,Low
F1584,Semi-Urban,8,5,6,Limited,387,4,31,2028-05-02,Medium
F1585,Rural,10,5,9,Available,805,0,8,2028-05-03,Low
F1586,Urban,1,6,3,Available,868,4,24,2028-05-04,Medium
F1587,Semi-Urban,2,9,6,Unavailable,889,2,11,2028-05-05,High
F1588,Urban,2,8,4,Limited,256,6,39,2028-05-06,High
F1589,Urban,3,8,2,Available,746,2,33,2028-05-07,Medium
F1590,Semi-Urban,6,8,1,Available,385,4,42,2028-05-08,Medium
F1591,Semi-Urban,1,1,1,Available,305,3,15,2028-05-09,Low
F1592,Rural,2,1,10,Limited,397,6,4,2028-05-10,Medium
F1593,Urban,1,8,3,Available,680,3,1,2028-05-11,Medium
F1594,Urban,5,5,4,Unavailable,849,2,32,2028-05-12,High
F1595,Semi-Urban,7,9,2,Limited,925,2,11,2028-05-13,Medium
F1596,Semi-Urban,8,2,1,Available,395,3,30,2028-05-14,Low
F1597,Urban,10,9,4,Available,638,2,37,2028-05-15,Medium
F1598,Urban,1,8,7,Available,672,2,19,2028-05-16,Medium
F1599,Urban,7,9,10,Available,95,4,36,2028-05-17,Medium
F1600,Rural,5,4,6,Available,28,3,34,2028-05-18,Medium
F1601,Urban,10,1,6,Available,215,7,7,2028-05-19,Low
F1602,Urban,1,1,9,Available,826,6,45,2028-05-20,High
F1603,Urban,3,5,2,Available,811,4,20,2028-05-21,Medium
F1604,Urban,7,2,4,Available,912,4,12,2028-05-22,Low
F1605,Urban,10,8,5,Available,649,3,32,2028-05-23,Medium
F1606,Semi-Urban,1,10,1,Available,309,3,2,2028-05-24,Medium
F1607,Urban,7,5,8,Available,80,5,22,2028-05-25,Medium
F1608,Rural,5,5,8,Available,956,1,41,2028-05-26,Medium
F1609,Urban,1,2,6,Available,408,5,48,2028-05-27,Medium
F1610,Semi-Urban,1,7,5,Available,866,2,40,2028-05-28,High
F1611,Rural,1,8,8,Limited,837,8,24,2028-05-29,High
F1612,Semi-Urban,9,10,3,Available,919,5,31,2028-05-30,Medium
F1613,Semi-Urban,3,1,3,Available,582,3,4,2028-05-31,Low
F1614,Urban,5,2,2,Limited,583,3,24,2028-06-01,Medium
F1615,Urban,10,10,5,Available,653,2,43,2028-06-02,Medium
F1616,Semi-Urban,9,4,3,Available,698,2,17,2028-06-03,Low
F1617,Rural,6,5,3,Unavailable,27,2,40,2028-06-04,Medium
F1618,Semi-Urban,9,2,6,Limited,388,6,19,2028-06-05,Medium
F1619,Semi-Urban,8,1,8,Unavailable,64,0,40,2028-06-06,Medium
F1620,Semi-Urban,8,9,2,Limited,363,1,38,2028-06-07,Medium
F1621,Semi-Urban,1,1,4,Available,776,3,34,2028-06-08,Medium
F1622,Urban,9,4,7,Available,815,6,47,2028-06-09,Medium
F1623,Semi-Urban,6,2,1,Available,394,3,33,2028-06-10,Low
F1624,Rural,9,4,1,Available,638,4,6,2028-06-11,Low
F1625,Urban,3,8,10,Available,46,1,36,2028-06-12,Medium
F1626,Semi-Urban,3,8,7,Limited,212,4,13,2028-06-13,Medium
F1627,Urban,6,9,7,Available,949,2,47,2028-06-14,Medium
F1628,Semi-Urban,9,5,1,Available,868,5,9,2028-06-15,Low
F1629,Urban,7,7,1,Limited,376,3,35,2028-06-16,Medium
F1630,Semi-Urban,3,3,4,Limited,81,2,34,2028-06-17,Medium
F1631,Semi-Urban,3,10,5,Available,81,5,16,2028-06-18,Medium
F1632,Urban,2,4,5,Limited,441,1,18,2028-06-19,Medium
F1633,Semi-Urban,9,10,4,Limited,813,3,18,2028-06-20,Medium
F1634,Semi-Urban,3,9,8,Available,652,1,38,2028-06-21,High
F1635,Rural,5,10,7,Available,811,4,43,2028-06-22,High
F1636,Urban,9,10,9,Available,570,2,32,2028-06-23,Medium
F1637,Urban,8,1,7,Available,399,3,7,2028-06-24,Low
F1638,Urban,2,2,10,Available,296,3,23,2028-06-25,Medium
F1639,Rural,3,5,1,Unavailable,625,2,23,2028-06-26,Medium
F1640,Rural,2,3,7,Limited,450,4,46,2028-06-27,High
F1641,Semi-Urban,8,2,1,Limited,134,1,18,2028-06-28,Low
F1642,Rural,6,1,7,Unavailable,707,3,7,2028-06-29,Medium
F1643,Semi-Urban,6,10,10,Limited,140,3,42,2028-06-30,High
F1644,Semi-Urban,9,3,8,Available,544,2,40,2028-07-01,Medium
F1645,Urban,8,1,9,Available,918,5,24,2028-07-02,Medium
F1646,Semi-Urban,4,1,3,Limited,435,4,14,2028-07-03,Medium
F1647,Urban,4,1,4,Available,182,2,5,2028-07-04,Low
F1648,Rural,9,8,4,Available,806,6,46,2028-07-05,Medium
F1649,Semi-Urban,1,3,9,Available,929,5,22,2028-07-06,Medium
F1650,Semi-Urban,2,1,7,Unavailable,707,1,22,2028-07-07,High
F1651,Urban,2,7,3,Available,356,2,10,2028-07-08,Medium
F1652,Urban,6,10,10,Limited,398,1,26,2028-07-09,High
F1653,Urban,4,3,5,Available,343,2,15,2028-07-10,Medium
F1654,Urban,10,8,7,Available,192,4,38,2028-07-11,Medium
F1655,Urban,3,4,8,Available,806,3,41,2028-07-12,Medium
F1656,Rural,3,4,1,Limited,83,3,42,2028-07-13,Medium
F1657,Semi-Urban,3,5,2,Available,120,6,1,2028-07-14,Low
F1658,Urban,6,6,7,Limited,341,1,14,2028-07-15,Medium
F1659,Urban,8,7,2,Available,994,2,36,2028-07-16,Medium
F1660,Urban,7,4,7,Available,85,7,31,2028-07-17,Medium
F1661,Semi-Urban,4,8,9,Available,862,0,28,2028-07-18,Medium
F1662,Semi-Urban,4,6,2,Available,576,2,34,2028-07-19,Medium
F1663,Rural,10,1,7,Available,618,2,35,2028-07-20,Low
F1664,Semi-Urban,2,1,4,Available,477,6,39,2028-07-21,Medium
F1665,Rural,1,9,2,Limited,598,2,23,2028-07-22,Medium
F1666,Rural,9,10,7,Available,472,3,46,2028-07-23,Medium
F1667,Urban,2,6,5,Available,278,4,44,2028-07-24,Medium
F1668,Rural,8,10,1,Limited,953,3,19,2028-07-25,Medium
F1669,Urban,9,8,5,Available,736,3,18,2028-07-26,Medium
F1670,Rural,4,7,3,Available,445,2,15,2028-07-27,Medium
F1671,Urban,8,6,7,Available,998,0,1,2028-07-28,Low
F1672,Rural,9,4,6,Available,955,2,25,2028-07-29,Medium
F1673,Rural,10,7,8,Available,197,6,26,2028-07-30,Medium
F1674,Rural,10,9,5,Unavailable,950,4,35,2028-07-31,High
F1675,Semi-Urban,5,10,2,Available,299,4,15,2028-08-01,Medium
F1676,Urban,7,10,9,Available,363,3,4,2028-08-02,Medium
F1677,Urban,10,7,8,Available,36,4,15,2028-08-03,Low
F1678,Urban,4,1,6,Limited,315,1,42,2028-08-04,Medium
F1679,Urban,1,10,10,Available,221,3,38,2028-08-05,High
F1680,Semi-Urban,3,9,7,Limited,981,1,45,2028-08-06,High
F1681,Urban,5,4,9,Unavailable,703,3,39,2028-08-07,High
F1682,Rural,3,3,7,Unavailable,938,0,1,2028-08-08,Medium
F1683,Semi-Urban,7,4,3,Limited,793,3,22,2028-08-09,Medium
F1684,Rural,9,4,6,Available,213,0,11,2028-08-10,Low
F1685,Urban,6,10,7,Limited,168,4,46,2028-08-11,High
F1686,Rural,10,2,2,Available,394,1,38,2028-08-12,Low
F1687,Rural,1,1,3,Limited,907,2,37,2028-08-13,Medium
F1688,Semi-Urban,7,10,4,Available,54,3,26,2028-08-14,Medium
F1689,Semi-Urban,3,1,10,Limited,388,2,27,2028-08-15,Medium
F1690,Semi-Urban,5,8,6,Available,48,7,13,2028-08-16,Medium
F1691,Urban,10,2,1,Available,794,5,7,2028-08-17,Low
F1692,Semi-Urban,4,10,9,Unavailable,240,1,8,2028-08-18,High
F1693,Urban,10,5,5,Available,72,1,46,2028-08-19,Low
F1694,Urban,5,4,7,Available,952,3,23,2028-08-20,Medium
F1695,Urban,5,8,9,Available,810,3,26,2028-08-21,Medium
F1696,Urban,6,2,9,Unavailable,372,3,44,2028-08-22,High
F1697,Urban,10,10,1,Available,411,4,27,2028-08-23,Low
F1698,Urban,10,9,1,Available,95,2,9,2028-08-24,Low
F1699,Rural,6,7,3,Available,513,2,46,2028-08-25,Medium
F1700,Semi-Urban,8,7,6,Available,707,4,38,2028-08-26,Medium
F1701,Rural,8,1,2,Unavailable,541,1,47,2028-08-27,Medium
F1702,Urban,9,2,10,Limited,994,3,13,2028-08-28,Medium
F1703,Urban,8,4,1,Available,136,5,7,2028-08-29,Low
F1704,Semi-Urban,2,4,1,Available,299,4,11,2028-08-30,Low
F1705,Urban,10,3,5,Limited,749,5,10,2028-08-31,Medium
F1706,Urban,1,7,4,Available,194,3,33,2028-09-01,Medium
F1707,Semi-Urban,10,8,1,Available,765,1,39,2028-09-02,Low
F1708,Urban,2,2,4,Available,968,6,3,2028-09-03,Medium
F1709,Semi-Urban,2,4,3,Available,783,6,41,2028-09-04,Medium
F1710,Semi-Urban,3,3,2,Available,314,5,29,2028-09-05,Medium
F1711,Urban,10,2,9,Available,470,3,37,2028-09-06,Medium
F1712,Urban,7,6,1,Available,853,4,45,2028-09-07,Medium
F1713,Semi-Urban,2,4,7,Available,537,2,16,2028-09-08,Medium
F1714,Semi-Urban,1,6,4,Limited,40,2,16,2028-09-09,Medium
F1715,Urban,6,2,5,Available,92,1,44,2028-09-10,Medium
F1716,Rural,9,4,10,Unavailable,861,3,43,2028-09-11,High
F1717,Urban,3,6,5,Available,55,3,7,2028-09-12,Medium
F1718,Semi-Urban,6,5,1,Limited,526,4,15,2028-09-13,Medium
F1719,Rural,3,3,6,Limited,918,6,38,2028-09-14,High
F1720,Urban,1,8,9,Unavailable,252,4,6,2028-09-15,High
F1721,Urban,5,7,2,Limited,747,4,18,2028-09-16,Medium
F1722,Urban,10,3,7,Available,516,5,19,2028-09-17,Low
F1723,Urban,4,6,6,Available,225,2,2,2028-09-18,Medium
F1724,Urban,7,4,5,Available,445,5,3,2028-09-19,Low
F1725,Semi-Urban,6,5,4,Available,960,1,46,2028-09-20,Medium
F1726,Urban,10,5,4,Available,63,2,25,2028-09-21,Low
F1727,Semi-Urban,7,7,6,Limited,110,5,36,2028-09-22,Medium
F1728,Rural,5,5,4,Available,948,2,28,2028-09-23,Medium
F1729,Rural,4,3,5,Available,847,4,38,2028-09-24,Medium
F1730,Semi-Urban,7,10,6,Unavailable,489,4,28,2028-09-25,High
F1731,Urban,7,5,5,Available,624,4,32,2028-09-26,Medium
F1732,Semi-Urban,6,7,7,Available,486,4,41,2028-09-27,Medium
F1733,Semi-Urban,8,5,9,Limited,870,1,36,2028-09-28,Medium
F1734,Urban,4,5,10,Available,473,4,39,2028-09-29,Medium
F1735,Urban,10,9,7,Available,614,3,36,2028-09-30,Medium
F1736,Rural,5,3,7,Unavailable,352,4,43,2028-10-01,High
F1737,Urban,4,6,4,Unavailable,526,1,23,2028-10-02,Medium
F1738,Urban,1,1,1,Limited,813,2,2,2028-10-03,Medium
F1739,Urban,8,10,8,Available,489,1,10,2028-10-04,Medium
F1740,Urban,1,5,4,Limited,40,2,6,2028-10-05,Medium
F1741,Rural,5,8,1,Available,247,4,8,2028-10-06,Low
F1742,Semi-Urban,6,5,5,Available,395,3,15,2028-10-07,Medium
F1743,Semi-Urban,6,9,8,Available,149,5,45,2028-10-08,Medium
F1744,Urban,5,6,4,Available,706,3,29,2028-10-09,Medium
F1745,Urban,3,8,8,Available,639,4,28,2028-10-10,Medium
F1746,Semi-Urban,5,10,8,Available,433,2,22,2028-10-11,Medium
F1747,Urban,8,8,3,Available,814,5,34,2028-10-12,Medium
F1748,Urban,2,3,9,Available,90,2,20,2028-10-13,Medium
F1749,Semi-Urban,6,7,3,Limited,423,2,33,2028-10-14,Medium
F1750,Urban,9,7,1,Available,581,2,15,2028-10-15,Low
F1751,Semi-Urban,8,10,2,Available,626,2,7,2028-10-16,Low
F1752,Urban,8,6,6,Available,810,5,24,2028-10-17,Medium
F1753,Urban,8,7,10,Available,416,3,26,2028-10-18,Medium
F1754,Urban,7,2,2,Available,356,2,10,2028-10-19,Low
F1755,Rural,8,9,6,Available,663,6,15,2028-10-20,Medium
F1756,Rural,6,10,1,Available,524,0,37,2028-10-21,Medium
F1757,Rural,2,10,1,Unavailable,929,1,24,2028-10-22,High
F1758,Semi-Urban,2,1,5,Available,295,6,11,2028-10-23,Medium
F1759,Urban,8,1,10,Available,911,7,40,2028-10-24,Medium
F1760,Semi-Urban,1,3,9,Available,32,5,21,2028-10-25,Medium
F1761,Semi-Urban,6,3,8,Available,22,5,40,2028-10-26,Medium
F1762,Rural,6,1,3,Available,997,3,38,2028-10-27,Medium
F1763,Urban,4,7,3,Available,243,3,15,2028-10-28,Medium
F1764,Semi-Urban,10,4,1,Available,993,2,15,2028-10-29,Low
F1765,Urban,3,10,3,Unavailable,194,2,37,2028-10-30,High
F1766,Urban,3,2,1,Limited,918,1,45,2028-10-31,Medium
F1767,Semi-Urban,1,10,8,Available,404,1,14,2028-11-01,Medium
F1768,Semi-Urban,3,5,1,Limited,621,2,43,2028-11-02,Medium
F1769,Urban,4,6,5,Available,939,4,21,2028-11-03,Medium
F1770,Urban,5,9,9,Limited,260,5,44,2028-11-04,High
F1771,Semi-Urban,3,4,7,Available,566,2,20,2028-11-05,Medium
F1772,Semi-Urban,6,2,4,Available,33,3,33,2028-11-06,Low
F1773,Rural,5,5,9,Limited,214,3,3,2028-11-07,Medium
F1774,Rural,3,3,9,Limited,416,4,40,2028-11-08,High
F1775,Semi-Urban,6,2,2,Limited,450,8,23,2028-11-09,Medium
F1776,Urban,6,1,10,Available,325,4,44,2028-11-10,Medium
F1777,Semi-Urban,8,10,10,Unavailable,353,4,47,2028-11-11,High
F1778,Urban,2,2,6,Unavailable,744,2,23,2028-11-12,High
F1779,Urban,1,6,4,Available,429,3,27,2028-11-13,Medium
F1780,Rural,4,8,8,Available,22,2,35,2028-11-14,Medium
F1781,Urban,7,3,7,Available,710,0,25,2028-11-15,Medium
F1782,Rural,10,9,7,Unavailable,571,3,32,2028-11-16,Medium
F1783,Semi-Urban,3,9,10,Available,471,2,22,2028-11-17,Medium
F1784,Semi-Urban,3,2,9,Available,695,3,8,2028-11-18,Medium
F1785,Semi-Urban,5,8,5,Available,838,1,38,2028-11-19,Medium
F1786,Rural,5,10,6,Available,766,3,18,2028-11-20,Medium
F1787,Semi-Urban,10,5,1,Available,788,0,28,2028-11-21,Low
F1788,Semi-Urban,3,4,6,Available,891,2,28,2028-11-22,Medium
F1789,Urban,9,10,2,Unavailable,514,3,11,2028-11-23,Medium
F1790,Semi-Urban,4,5,6,Available,436,3,12,2028-11-24,Medium
F1791,Urban,3,4,9,Limited,410,0,2,2028-11-25,Medium
F1792,Semi-Urban,2,8,8,Available,392,5,37,2028-11-26,High
F1793,Semi-Urban,10,4,9,Available,647,2,4,2028-11-27,Low
F1794,Semi-Urban,9,10,10,Available,71,5,41,2028-11-28,Medium
F1795,Urban,4,6,8,Available,395,3,45,2028-11-29,Medium
F1796,Urban,3,2,3,Available,414,3,45,2028-11-30,Medium
F1797,Semi-Urban,7,5,8,Unavailable,942,3,47,2028-12-01,High
F1798,Urban,8,6,6,Available,161,2,34,2028-12-02,Medium
F1799,Urban,2,5,6,Available,105,5,23,2028-12-03,Medium
F1800,Urban,7,2,6,Available,483,2,13,2028-12-04,Low
F1801,Rural,5,7,3,Available,65,2,7,2028-12-05,Low
F1802,Semi-Urban,5,4,10,Unavailable,863,2,32,2028-12-06,High
F1803,Urban,3,8,1,Available,257,3,23,2028-12-07,Medium
F1804,Urban,5,7,4,Available,29,2,8,2028-12-08,Low
F1805,Urban,2,7,10,Available,683,2,47,2028-12-09,High
F1806,Semi-Urban,4,9,6,Available,592,2,47,2028-12-10,Medium
F1807,Semi-Urban,6,1,10,Available,549,1,37,2028-12-11,Medium
F1808,Urban,1,10,2,Available,617,3,34,2028-12-12,Medium
F1809,Urban,10,6,7,Available,668,0,48,2028-12-13,Medium
F1810,Urban,4,6,7,Available,932,1,29,2028-12-14,Medium
F1811,Semi-Urban,6,6,4,Available,761,6,37,2028-12-15,Medium
F1812,Semi-Urban,9,6,4,Limited,659,1,23,2028-12-16,Medium
F1813,Urban,2,10,1,Available,635,5,38,2028-12-17,Medium
F1814,Urban,7,7,2,Limited,717,2,29,2028-12-18,Medium
F1815,Urban,6,10,9,Limited,928,5,44,2028-12-19,High
F1816,Rural,2,6,10,Available,197,3,5,2028-12-20,Medium
F1817,Urban,8,1,8,Available,888,0,40,2028-12-21,Medium
F1818,Semi-Urban,7,3,8,Available,25,1,11,2028-12-22,Low
F1819,Semi-Urban,5,2,9,Limited,872,3,14,2028-12-23,Medium
F1820,Urban,5,6,7,Available,326,0,42,2028-12-24,Medium
F1821,Urban,7,8,9,Available,567,1,2,2028-12-25,Medium
F1822,Urban,9,3,10,Available,346,0,35,2028-12-26,Medium
F1823,Semi-Urban,9,10,2,Unavailable,375,4,45,2028-12-27,Medium
F1824,Semi-Urban,9,8,6,Available,812,1,35,2028-12-28,Medium
F1825,Semi-Urban,6,8,3,Available,414,0,42,2028-12-29,Medium
F1826,Semi-Urban,10,5,6,Available,319,2,28,2028-12-30,Low
F1827,Urban,6,8,3,Available,545,4,8,2028-12-31,Medium
F1828,Rural,3,6,8,Available,768,4,32,2029-01-01,Medium
F1829,Semi-Urban,1,5,4,Limited,304,4,4,2029-01-02,Medium
F1830,Urban,7,9,10,Limited,349,1,45,2029-01-03,High
F1831,Rural,4,7,6,Limited,69,3,7,2029-01-04,Medium
F1832,Semi-Urban,1,8,9,Available,792,2,39,2029-01-05,High
F1833,Semi-Urban,8,1,2,Available,987,1,48,2029-01-06,Medium
F1834,Semi-Urban,6,2,2,Available,641,0,27,2029-01-07,Low
F1835,Rural,6,8,7,Available,728,4,37,2029-01-08,Medium
F1836,Semi-Urban,2,9,2,Available,397,2,17,2029-01-09,Medium
F1837,Urban,1,4,2,Available,783,2,10,2029-01-10,Medium
F1838,Urban,2,10,4,Available,619,1,4,2029-01-11,Medium
F1839,Rural,4,10,9,Available,844,3,23,2029-01-12,Medium
F1840,Urban,2,9,8,Available,557,4,14,2029-01-13,Medium
F1841,Urban,1,4,2,Unavailable,793,6,5,2029-01-14,Medium
F1842,Urban,7,10,8,Available,163,2,2,2029-01-15,Medium
F1843,Urban,8,10,4,Unavailable,79,2,46,2029-01-16,Medium
F1844,Semi-Urban,6,10,2,Limited,887,3,24,2029-01-17,Medium
F1845,Rural,4,9,10,Available,799,2,18,2029-01-18,Medium
F1846,Urban,6,7,7,Available,94,1,27,2029-01-19,Medium
F1847,Urban,3,2,6,Available,22,1,24,2029-01-20,Medium
F1848,Urban,8,9,10,Limited,594,2,29,2029-01-21,Medium
F1849,Rural,10,4,5,Available,767,3,11,2029-01-22,Low
F1850,Semi-Urban,2,8,1,Unavailable,467,6,48,2029-01-23,High
F1851,Urban,5,7,2,Available,977,1,18,2029-01-24,Medium
F1852,Rural,1,7,8,Limited,760,1,48,2029-01-25,High
F1853,Rural,6,8,1,Limited,921,2,4,2029-01-26,Medium
F1854,Rural,2,1,3,Available,294,3,33,2029-01-27,Medium
F1855,Rural,4,5,2,Available,549,1,14,2029-01-28,Low
F1856,Urban,6,2,5,Available,611,3,44,2029-01-29,Medium
F1857,Semi-Urban,10,2,4,Available,234,7,42,2029-01-30,Low
F1858,Semi-Urban,8,1,7,Available,702,0,32,2029-01-31,Medium
F1859,Rural,8,5,5,Limited,504,1,4,2029-02-01,Medium
F1860,Semi-Urban,6,2,8,Available,348,4,20,2029-02-02,Medium
F1861,Semi-Urban,4,4,4,Unavailable,274,3,21,2029-02-03,Medium
F1862,Semi-Urban,8,3,6,Limited,406,4,3,2029-02-04,Medium
F1863,Urban,8,3,4,Available,145,1,25,2029-02-05,Low
F1864,Semi-Urban,10,2,2,Unavailable,786,3,4,2029-02-06,Low
F1865,Rural,1,6,1,Available,603,4,47,2029-02-07,Medium
F1866,Rural,4,2,1,Limited,569,4,11,2029-02-08,Medium
F1867,Urban,4,8,8,Available,343,3,16,2029-02-09,Medium
F1868,Urban,7,8,4,Available,223,3,36,2029-02-10,Medium
F1869,Urban,7,5,5,Available,191,3,6,2029-02-11,Low
F1870,Semi-Urban,8,10,8,Available,754,2,31,2029-02-12,Medium
F1871,Rural,5,7,7,Available,236,2,40,2029-02-13,Medium
F1872,Urban,7,4,8,Available,264,4,13,2029-02-14,Medium
F1873,Semi-Urban,8,1,8,Available,355,3,23,2029-02-15,Low
F1874,Rural,9,2,6,Unavailable,722,2,4,2029-02-16,Medium
F1875,Semi-Urban,3,10,10,Available,317,2,37,2029-02-17,High
F1876,Semi-Urban,3,10,2,Available,851,4,42,2029-02-18,Medium
F1877,Semi-Urban,4,4,6,Available,201,1,37,2029-02-19,Medium
F1878,Semi-Urban,5,1,1,Limited,353,6,44,2029-02-20,Medium
F1879,Urban,10,8,1,Unavailable,530,3,33,2029-02-21,Medium
F1880,Semi-Urban,1,9,3,Available,402,2,42,2029-02-22,Medium
F1881,Semi-Urban,7,4,3,Available,736,3,29,2029-02-23,Medium
F1882,Rural,9,10,5,Available,892,5,37,2029-02-24,Medium
F1883,Semi-Urban,8,3,1,Available,218,3,19,2029-02-25,Low
F1884,Semi-Urban,5,2,10,Limited,351,2,20,2029-02-26,Medium
F1885,Urban,4,5,6,Available,184,0,32,2029-02-27,Medium
F1886,Semi-Urban,7,3,7,Unavailable,261,4,44,2029-02-28,High
F1887,Urban,5,10,10,Available,919,4,16,2029-03-01,Medium
F1888,Urban,7,7,3,Unavailable,661,3,5,2029-03-02,Medium
F1889,Semi-Urban,1,6,4,Available,246,6,46,2029-03-03,Medium
F1890,Rural,1,1,10,Limited,653,3,12,2029-03-04,Medium
F1891,Urban,10,8,10,Unavailable,575,1,45,2029-03-05,High
F1892,Urban,3,2,10,Unavailable,470,1,21,2029-03-06,High
F1893,Rural,2,5,10,Available,215,4,14,2029-03-07,Medium
F1894,Urban,2,9,10,Available,889,3,37,2029-03-08,High
F1895,Semi-Urban,7,8,3,Available,223,1,22,2029-03-09,Low
F1896,Semi-Urban,10,2,1,Available,998,1,30,2029-03-10,Low
F1897,Semi-Urban,2,9,8,Available,477,1,23,2029-03-11,Medium
F1898,Urban,4,5,10,Available,849,2,5,2029-03-12,Medium
F1899,Urban,2,10,10,Available,276,3,29,2029-03-13,High
F1900,Semi-Urban,6,6,2,Available,548,1,30,2029-03-14,Medium
F1901,Semi-Urban,8,3,1,Available,291,2,18,2029-03-15,Low
F1902,Urban,10,3,8,Available,28,2,46,2029-03-16,Medium
F1903,Semi-Urban,4,10,7,Available,780,4,1,2029-03-17,Medium
F1904,Urban,5,8,7,Available,968,2,39,2029-03-18,Medium
F1905,Semi-Urban,4,10,4,Available,220,3,17,2029-03-19,Medium
F1906,Urban,3,10,9,Available,78,3,3,2029-03-20,Medium
F1907,Rural,5,2,6,Unavailable,906,2,42,2029-03-21,High
F1908,Urban,9,2,2,Unavailable,412,3,7,2029-03-22,Low
F1909,Urban,8,5,1,Unavailable,671,2,27,2029-03-23,Medium
F1910,Urban,8,6,1,Limited,138,2,28,2029-03-24,Medium
F1911,Urban,8,2,9,Available,572,1,44,2029-03-25,Medium
F1912,Rural,8,5,4,Available,418,5,31,2029-03-26,Medium
F1913,Rural,7,7,5,Available,853,8,15,2029-03-27,Medium
F1914,Urban,8,10,3,Available,350,4,48,2029-03-28,Medium
F1915,Urban,8,10,4,Available,286,1,8,2029-03-29,Low
F1916,Semi-Urban,8,8,8,Available,539,5,6,2029-03-30,Medium
F1917,Rural,10,7,4,Available,714,4,28,2029-03-31,Medium
F1918,Semi-Urban,7,8,9,Available,499,1,4,2029-04-01,Medium
F1919,Urban,1,9,9,Limited,153,5,30,2029-04-02,High
F1920,Urban,4,5,6,Available,712,1,43,2029-04-03,Medium
F1921,Semi-Urban,4,5,2,Available,935,3,17,2029-04-04,Medium
F1922,Urban,5,10,10,Available,954,3,34,2029-04-05,High
F1923,Semi-Urban,10,4,7,Available,374,5,6,2029-04-06,Low
F1924,Urban,6,9,9,Available,603,2,36,2029-04-07,Medium
F1925,Semi-Urban,4,5,6,Unavailable,517,1,35,2029-04-08,High
F1926,Urban,2,2,3,Available,644,1,39,2029-04-09,Medium
F1927,Semi-Urban,6,10,7,Available,126,0,39,2029-04-10,Medium
F1928,Semi-Urban,8,8,5,Available,309,5,16,2029-04-11,Medium
F1929,Semi-Urban,8,7,1,Available,844,5,2,2029-04-12,Low
F1930,Urban,7,8,3,Limited,648,2,8,2029-04-13,Medium
F1931,Semi-Urban,6,3,5,Available,651,3,15,2029-04-14,Medium
F1932,Semi-Urban,2,4,7,Limited,166,3,27,2029-04-15,Medium
F1933,Semi-Urban,7,5,3,Unavailable,346,1,16,2029-04-16,Medium
F1934,Semi-Urban,5,6,6,Limited,434,2,1,2029-04-17,Medium
F1935,Semi-Urban,6,1,5,Available,229,3,10,2029-04-18,Low
F1936,Rural,10,4,1,Available,315,7,7,2029-04-19,Low
F1937,Urban,8,10,10,Available,417,4,48,2029-04-20,Medium
F1938,Rural,8,5,6,Available,122,2,10,2029-04-21,Low
F1939,Semi-Urban,3,7,8,Limited,655,2,12,2029-04-22,Medium
F1940,Urban,7,5,1,Limited,776,1,17,2029-04-23,Medium
F1941,Urban,1,1,2,Limited,527,2,45,2029-04-24,Medium
F1942,Urban,1,7,4,Limited,910,4,12,2029-04-25,Medium
F1943,Semi-Urban,7,8,2,Available,887,1,15,2029-04-26,Low
F1944,Semi-Urban,10,7,9,Available,228,7,46,2029-04-27,Medium
F1945,Semi-Urban,9,4,10,Available,952,1,32,2029-04-28,Medium
F1946,Semi-Urban,7,8,8,Unavailable,447,4,32,2029-04-29,High
F1947,Urban,10,5,8,Limited,412,2,26,2029-04-30,Medium
F1948,Urban,5,10,4,Available,845,1,14,2029-05-01,Medium
F1949,Urban,8,9,5,Limited,935,7,26,2029-05-02,Medium
F1950,Urban,2,10,4,Limited,128,5,5,2029-05-03,Medium
F1951,Urban,9,5,9,Unavailable,908,4,38,2029-05-04,High
F1952,Urban,6,1,2,Limited,367,4,46,2029-05-05,Medium
F1953,Semi-Urban,9,9,8,Available,69,3,4,2029-05-06,Low
F1954,Semi-Urban,2,5,2,Available,935,5,28,2029-05-07,Medium
F1955,Rural,3,6,1,Available,124,2,1,2029-05-08,Low
F1956,Rural,8,4,10,Available,439,3,13,2029-05-09,Medium
F1957,Semi-Urban,1,6,3,Available,392,5,43,2029-05-10,Medium
F1958,Urban,10,8,9,Available,46,5,3,2029-05-11,Low
F1959,Semi-Urban,7,3,3,Limited,987,3,25,2029-05-12,Medium
